Key,English,Arabic (Reference),Category,Translation,Notes
disclaimer.certifiedAccountants,Certified Public Accountants,محاسبون قانونيون معتمدون,General,,
disclaimer.taxPrepares,Tax Return Preparers,معدو إقرارات ضريبية,General,,
disclaimer.whatWeAre,What We Are,ما نحن عليه,General,,
disclaimer.weAre,We:,نحن:,General,,
disclaimer.technicalSoftwareTool,Technical Software Tool Only,أداة برمجية تقنية فقط,General,,
disclaimer.provideTemplates,We provide accounting templates,نوفر قوالب محاسبية,General,,
disclaimer.helpOrganize,Help organize financial data,نساعد في تنظيم البيانات المالية,General,,
disclaimer.yourResponsibilities,Your Responsibilities,مسؤولياتك,General,,
disclaimer.youAreResponsible,You Are Responsible For:,أنت مسؤول عن:,General,,
disclaimer.allNumbersYouEnter,All numbers and amounts you enter,جميع الأرقام والمبالغ التي تدخلها,General,,
disclaimer.accuracyOfData,Accuracy of all data,دقة جميع البيانات,General,,
disclaimer.taxCompliance,Tax Compliance,الامتثال الضريبي,General,,
disclaimer.legalCompliance,Legal Compliance,الامتثال القانوني,General,,
disclaimer.financialDecisions,All financial decisions,جميع القرارات المالية,General,,
disclaimer.consultingProfessionals,Consulting professionals when needed,استشارة المحترفين عند الحاجة,General,,
disclaimer.limitations,Restrictions,القيود,General,,
disclaimer.softwareProvides,The Software Provides:,يوفر البرنامج:,General,,
disclaimer.templatesOnly,Templates Only - Not Advice,قوالب فقط - ليست نصيحة,General,,
disclaimer.calculations,Accounts - But verify them,حسابات - لكن تحقق منها,General,,
disclaimer.organization,Organize - But review them,تنظيم - لكن راجعها,General,,
disclaimer.reports,Reports - But verify them,تقارير - لكن تحقق منها,Report,,
disclaimer.softwareCannotDoes,The Software Cannot:,البرنامج لا يمكنه:,General,,
disclaimer.giveAdvice,Providing legal or tax advice,تقديم نصيحة قانونية أو ضريبية,General,,
disclaimer.guaranteeAccuracy,Guaranteeing 100% Accuracy,ضمان الدقة 100%,General,,
disclaimer.replaceAccountant,Replacing a real accountant,استبدال محاسب حقيقي,General,,
disclaimer.ensureCompliance,Ensuring Compliance,ضمان الامتثال,General,,
disclaimer.noLiabilityTitle,No Liability,عدم المسؤولية,General,,
disclaimer.weAreNotLiable,We Are Not Responsible For:,لسنا مسؤولين عن:,General,,
disclaimer.mistakes,Errors in Your Input,أخطاء في إدخالك,General,,
disclaimer.taxPenalties,Tax Penalties,عقوبات ضريبية,General,,
disclaimer.legalIssues,Legal Issues,مشاكل قانونية,General,,
disclaimer.financialLosses,Financial Losses,خسائر مالية,General,,
disclaimer.auditProblems,Audit Issues,مشاكل التدقيق,General,,
disclaimer.businessFailure,Business Failure,فشل الأعمال,General,,
disclaimer.mustConsult,You Should Consult,يجب عليك الاستشارة,General,,
disclaimer.alwaysConsult,Always consult a certified professional accountant when:,استشر دائماً محاسباً محترفاً معتمداً عند:,General,,
disclaimer.taxFiling,Tax Filing,تقديم الضرائب,General,,
disclaimer.financialStatements,Preparing Financial Statements,إعداد البيانات المالية,General,,
disclaimer.businessDecisions,Making major business decisions,اتخاذ قرارات عمل كبيرة,General,,
disclaimer.legalMatters,Legal Matters,المسائل القانونية,General,,
disclaimer.audits,Audits,التدقيقات,General,,
disclaimer.unsureAnything,Not guaranteeing anything,عدم التأكد من أي شيء,General,,
disclaimer.jurisdiction,Jurisdiction,الاختصاص القضائي,General,,
disclaimer.governedBy,This software is subject to the laws of:,يخضع هذا البرنامج لقوانين:,General,,
disclaimer.dubaiUAE,"Dubai, United Arab Emirates",دبي، الإمارات العربية المتحدة,General,,
disclaimer.emergencies,In Case of Emergency,في حالة الطوارئ,General,,
disclaimer.ifProblem,If a Problem Occurs:,في حالة حدوث مشكلة:,General,,
disclaimer.stopUsing,Stop using the software immediately,توقف عن استخدام البرنامج فوراً,General,,
disclaimer.consultAccountant,Consult a professional accountant,استشر محاسباً محترفاً,General,,
disclaimer.notifyUs,Contact us at: support@logandledger.com,أخبرنا على: support@logandledger.com,General,,
disclaimer.keepEvidence,"Keep evidence (screenshots, exports)",احتفظ بالأدلة (لقطات شاشة، صادرات),General,,
disclaimer.byUsing,"By using Log & Ledger, you acknowledge that you:",باستخدام Log & Ledger، فإنك تقر بأنك:,General,,
disclaimer.haveRead,I have read this disclaimer in full,قرأت هذا الإخلاء بالكامل,General,,
disclaimer.understand,"Understand this is a tool, not advice",تفهم أن هذه أداة وليست نصيحة,General,,
disclaimer.acceptResponsibility,Accept full responsibility,تقبل المسؤولية الكاملة,General,,
disclaimer.willConsult,You will consult professionals when needed,ستستشير المحترفين عند الحاجة,General,,
disclaimer.noLiability,We have no liability for losses,ليس لدينا مسؤولية عن الخسائر,General,,
disclaimer.useAtRisk,Use at Your Own Risk,الاستخدام على مسؤوليتك الخاصة,General,,
disclaimer.questions,Questions?,أسئلة؟,General,,
disclaimer.contactSupport,Contact us at support@logandledger.com,اتصل بنا على support@logandledger.com,General,,
disclaimer.dataAccuracy,Data Accuracy:,دقة البيانات:,General,,
disclaimer.allNumbers,All numbers and amounts you enter,جميع الأرقام والمبالغ التي تدخلها,General,,
disclaimer.expenseClassification,Classify expenses and revenues,تصنيف المصروفات والإيرادات,General,,
disclaimer.taxCalculations,Tax Accounting,حسابات الضريبة,General,,
disclaimer.yourSoleResponsibility,Your Full Responsibility,مسؤوليتك الكاملة,General,,
disclaimer.followCountryLaws,Following your country's laws,اتباع قوانين بلدك,General,,
disclaimer.taxReturns,Filing correct tax returns,تقديم الإقرارات الضريبية الصحيحة,General,,
disclaimer.trackLawChanges,Following changes in local laws,متابعة التغييرات في القوانين المحلية,General,,
disclaimer.investmentsLoans,Investments and Loans,الاستثمارات والقروض,General,,
disclaimer.hiringSalaries,Employment and Payroll,التوظيف والرواتب,General,,
disclaimer.softwareAccuracy,Software Accuracy,دقة البرنامج,General,,
disclaimer.weDoNotGuarantee,We Do Not Guarantee:,لا نضمن:,General,,
disclaimer.no100Accuracy,100% Accuracy in Calculations,دقة 100% في الحسابات,General,,
disclaimer.noErrorFree,Error-free software,برنامج خالي من الأخطاء,General,,
disclaimer.noLocalCompliance,Compliance with all local laws,الامتثال لجميع القوانين المحلية,General,,
disclaimer.no247Availability,24/7 Availability,توفر على مدار الساعة,General,,
disclaimer.limitationOfLiability,Limitation of Liability,حدود المسؤولية,General,,
disclaimer.notLiableFor,We Are Not Responsible For:,لسنا مسؤولين عن:,General,,
disclaimer.lossOfProfit,Loss of Profits or Revenue,خسارة الأرباح أو الإيرادات,General,,
disclaimer.lossOfContracts,Loss of Contracts or Business,خسارة العقود أو الأعمال,General,,
disclaimer.wrongDecisions,Losses from wrong decisions,الخسائر من القرارات الخاطئة,General,,
disclaimer.accountingErrors,Accounting Errors:,أخطاء المحاسبة:,Accounting,,
disclaimer.reportErrors,Financial Reporting Errors,أخطاء في التقارير المالية,Report,,
disclaimer.wrongTaxCalc,Incorrect Tax Calculations,حسابات ضريبية خاطئة,General,,
disclaimer.wrongClassification,Incorrect classifications,تصنيفات غير صحيحة,General,,
disclaimer.dataLoss,Data Loss:,فقدان البيانات:,General,,
disclaimer.technicalIssues,Data loss due to technical issues,فقدان البيانات بسبب مشاكل تقنية,General,,
disclaimer.serverFailure,Server Failure,فشل الخادم,General,,
disclaimer.cyberAttacks,Cyber attacks (despite our precautions),هجمات إلكترونية (على الرغم من احتياطاتنا),General,,
disclaimer.maxCompensation,"Maximum Compensation: Amount paid in last 3 months or $100 USD, whichever is less",الحد الأقصى للتعويض: المبلغ المدفوع في آخر 3 أشهر أو 100 دولار أمريكي، أيهما أقل,General,,
disclaimer.freeService,For free service = $0,للخدمة المجانية = 0 دولار,General,,
disclaimer.strongRecommendations,Strong Recommendations,التوصيات القوية,General,,
disclaimer.weStronglyRecommend,We Strongly Recommend:,نوصي بشدة:,General,,
disclaimer.complexMatters,For complex financial matters,للمسائل المالية المعقدة,General,,
disclaimer.beforeTaxSubmission,Before filing tax returns,قبل تقديم الإقرارات الضريبية,General,,
disclaimer.annualAudit,For annual audits,للتدقيقات السنوية,General,,
disclaimer.reviewEverything,Review Everything:,راجع كل شيء:,General,,
disclaimer.reviewReports,Review all reports before use,راجع جميع التقارير قبل الاستخدام,General,,
disclaimer.verifyCalculations,Verify accuracy of calculations,تحقق من دقة الحسابات,General,,
disclaimer.dontRelyOnly,Don't rely only on the software,لا تعتمد فقط على البرنامج,General,,
disclaimer.keepBackups,Keep Backups:,احتفظ بنسخ احتياطية:,General,,
disclaimer.keepPaperCopies,Keep important paper copies,احتفظ بنسخ ورقية مهمة,General,,
disclaimer.dontRelyOnlyCloud,Don't rely only on the cloud,لا تعتمد فقط على السحابة,General,,
disclaimer.stayInformed,Stay Informed:,ابق على اطلاع:,Form,,
disclaimer.followUpdates,Follow software updates,تابع تحديثات البرنامج,General,,
disclaimer.readChanges,Read changes to terms,اقرأ التغييرات في الشروط,General,,
disclaimer.reportIssues,Report any problems immediately,أبلغ عن أي مشاكل فوراً,Report,,
disclaimer.useAtOwnRisk,Use at Your Own Risk,الاستخدام على مسؤوليتك الخاصة,General,,
disclaimer.byUsingService,"By using Log & Ledger, you agree that:",باستخدام Log & Ledger، أنت توافق على أن:,General,,
disclaimer.readUnderstood,I have read and understood this disclaimer,قرأت وفهمت هذا الإخلاء,General,,
disclaimer.acceptFullResponsibility,Accept full responsibility for your use,تقبل المسؤولية الكاملة عن استخدامك,General,,
disclaimer.willNotHoldLiable,You will not hold us liable for any losses,لن تحملنا المسؤولية عن أي خسائر,General,,
disclaimer.willConsultProfessionals,You will consult professionals when needed,ستستشير المحترفين عند الحاجة,General,,
disclaimer.uaeLicenseHolders,For license holders in UAE,لحاملي التراخيص في الإمارات,General,,
disclaimer.thisSoftware,This Software:,هذا البرنامج:,General,,
disclaimer.developedUnderLicense,Developed under UAE Software Development License,تم تطويره بموجب ترخيص تطوير البرمجيات في الإمارات,General,,
