Key,English,Arabic
"inventory.costsDistributed","","تم توزيع التكاليف"
"inventory.createTransfer","","إنشاء تحويل"
"inventory.createTransferDescription","","إنشاء تحويل جديد بين المستودعات"
"inventory.critical","Critical","حرج"
"inventory.currentQuantity","Current Quantity","الكمية الحالية"
"inventory.decrease","","نقصان"
"inventory.expiryDate","","تاريخ الانتهاء (اختياري)"
"inventory.failedToAddItem","Failed to add inventory item","فشل في إضافة صنف المخزون"
"inventory.fifo","First In, First Out","FIFO - الأول في الأول خارج"
"inventory.freightCustomsBills","","فواتير الشحن والجمارك"
"inventory.fromLocation","","من الموقع"
"inventory.fromWarehouse","","من المستودع"
"inventory.inStock","In Stock","متوفر"
"inventory.increase","","زيادة"
"inventory.inventoryValuationMethod","Inventory Valuation Method","طريقة تقييم المخزون"
"inventory.itemAdded","Inventory item added","تمت إضافة صنف المخزون"
"inventory.itemAddedSuccess","New inventory item has been added successfully.","تمت إضافة صنف المخزون الجديد بنجاح."
"inventory.itemsNeedReorder","Items need reorder","أصناف تحتاج إعادة طلب"
"inventory.itemsToAllocate","","البنود للتوزيع"
"inventory.itemsValue","","قيمة البنود"
"inventory.landedCost","","التكلفة الإجمالية"
"inventory.landedCostDescription","","توزيع تكاليف الشحن والجمارك على المخزون."
"inventory.landedCostVouchers","","قسائم التكلفة الإجمالية"
"inventory.landedCostsApplied","","تم تطبيق التكاليف الإجمالية على المخزون"
"inventory.lifo","","LIFO - الأخير في الأول خارج"
"inventory.location","Location","الموقع"
"inventory.locationOptional","Location (Optional)","الموقع (اختياري)"
"inventory.lowStock","Low Stock","مخزون منخفض"
"inventory.lowStockAlert","Low Stock Alert","تنبيه انخفاض المخزون"
"inventory.mainWarehouse","","المستودع الرئيسي"
"inventory.method","","الطريقة"
"inventory.newAdjustment","","تعديل جديد"
"inventory.newLandedCost","","تكلفة إجمالية جديدة"
"inventory.newTransfer","","تحويل جديد"
"inventory.newVoucher","","قسيمة جديدة"
"inventory.newWarehouse","","مستودع جديد"
"inventory.noBillsAdded","","لم تتم إضافة فواتير"
"inventory.noLandedCostVouchers","","لم يتم العثور على قسائم تكلفة إجمالية. أنشئ واحدة للبدء."
"inventory.noTransfersFound","","لم يتم العثور على تحويلات"
"inventory.outOfStock","Out of Stock","نفذ من المخزون"
"inventory.posted","","تم الترحيل"
"inventory.productName","Product Name","اسم المنتج"
"inventory.productNamePlaceholder","Enter product name","أدخل اسم المنتج"
"inventory.purchase","Purchase","شراء"
"inventory.quantity","","حسب الكمية"
"inventory.rawMaterials","Raw Materials","المواد الخام"
"inventory.recentStockMovements","Recent Stock Movements","حركات المخزون الأخيرة"
"inventory.reorder","Reorder","إعادة الطلب"
"inventory.reorderPoint","Reorder Point","نقطة إعادة الطلب"
"inventory.reorderQuantity","Reorder Quantity","كمية إعادة الطلب"
"inventory.sale","Sale","بيع"
"inventory.searchPlaceholder","Search by SKU or name...","البحث برقم SKU أو الاسم..."
"inventory.selectBatch","","اختر الدفعة"
"inventory.selectBill","","اختر فاتورة"
"inventory.selectBillPlaceholder","","اختر فاتورة..."
"inventory.selectCategory","Select category","اختر الفئة"
"inventory.selectDestination","","اختر الوجهة"
"inventory.selectFromLocation","","اختر موقع المصدر"
"inventory.selectGRNDescription","","اختر إيصالات الاستلام (GRN) لتطبيق التكاليف عليها."
"inventory.selectItem","","اختر الصنف"
"inventory.selectSource","","اختر المصدر"
"inventory.selectStockReceipts","","اختر إيصالات الاستلام"
"inventory.selectToLocation","","اختر موقع الوجهة"
"inventory.skuPlaceholder","PRD-001","PRD-001"
"inventory.stockAdjustment","","تعديل المخزون"
"inventory.stockHistory","Stock History","سجل المخزون"
"inventory.stockLevelsAsOf","Stock levels as of","مستويات المخزون كما في"
"inventory.stockMovements","Stock Movements","حركات المخزون"
"inventory.stockTransfers","","تحويلات المخزون"
"inventory.stockTransfersDescription","","إدارة حركات المخزون الداخلية بين المستودعات"
"inventory.toLocation","","إلى الموقع"
"inventory.toWarehouse","","إلى المستودع"
"inventory.totalCost","","التكلفة الإجمالية"
"inventory.totalFreight","","إجمالي الشحن"
"inventory.totalItems","Total Items","إجمالي الأصناف"
"inventory.totalQuantity","Total Quantity","إجمالي الكمية"
"inventory.totalValue","Total Value","إجمالي القيمة"
"inventory.transferCompleted","","تم نقل المخزون بنجاح."
"inventory.transferDate","","تاريخ التحويل"
"inventory.transferDetails","","تفاصيل التحويل"
"inventory.transferHistory","","سجل التحويلات"
"inventory.transferIn","Transfer In","تحويل وارد"
"inventory.transferNumber","","رقم التحويل"
"inventory.transferOut","Transfer Out","تحويل صادر"
"inventory.transferSuccess","","تم إنشاء التحويل بنجاح"
"inventory.uniqueSkus","Unique SKUs","رموز SKU فريدة"
"inventory.unitCost","Unit Cost","تكلفة الوحدة"
"inventory.unitsInStock","Units in stock","وحدات في المخزون"
"inventory.valuation.averageCost","Average Cost","متوسط التكلفة"
"inventory.valuation.description","View the value of your inventory","عرض قيمة المخزون الخاص بك"
"inventory.valuation.itemCode","Item Code","رمز الصنف"
"inventory.valuation.itemName","Item Name","اسم الصنف"
"inventory.valuation.quantity","Quantity","الكمية"
"inventory.valuation.title","Inventory Valuation","تقييم المخزون"
"inventory.valuation.totalItems","Total Items","إجمالي الأصناف"
"inventory.valuation.totalValue","Total Value","القيمة الإجمالية"
"inventory.valuation.value","Total Value","القيمة الإجمالية"
"inventory.valuationByCategory","Valuation by Category","التقييم حسب الفئة"
"inventory.valuationMethod","","طريقة التقييم"
"inventory.value","","حسب القيمة"
"inventory.voucherCreated","","تم إنشاء القسيمة"
"inventory.voucherNumber","","رقم القسيمة"
"inventory.vouchers","","القسائم"
"inventory.warehouseName","","اسم المستودع"
"inventory.warehousePlaceholder","e.g. Warehouse A, Shelf 3","مثال: المستودع أ، الرف 3"
"inventory.warehouses.active","Active","نشط"
"inventory.warehouses.addWarehouse","New Warehouse","مستودع جديد"
"inventory.warehouses.code","Code","الرمز"
"inventory.warehouses.created","Warehouse created","تم إنشاء المستودع"
"inventory.warehouses.createdDesc","New warehouse has been created successfully.","تم إنشاء المستودع الجديد بنجاح."
"inventory.warehouses.deleteConfirm","Are you sure you want to delete this warehouse?","هل أنت متأكد من حذف هذا المستودع؟"
"inventory.warehouses.deleted","Warehouse deleted","تم حذف المستودع"
"inventory.warehouses.deletedDesc","Warehouse has been deleted successfully.","تم حذف المستودع بنجاح."
"inventory.warehouses.description","Manage your warehouse locations","إدارة مواقع المستودعات"
"inventory.warehouses.descriptionPlaceholder","Enter warehouse description","أدخل وصف المستودع"
"inventory.warehouses.details","Warehouse Details","تفاصيل المستودع"
"inventory.warehouses.editWarehouse","Edit Warehouse","تعديل المستودع"
"inventory.warehouses.inactive","Inactive","غير نشط"
"inventory.warehouses.location","Location","الموقع"
"inventory.warehouses.name","Name","الاسم"
"inventory.warehouses.status","Status","الحالة"
"inventory.warehouses.title","Warehouses","المستودعات"
"inventory.warehouses.updated","Warehouse updated","تم تحديث المستودع"
"inventory.warehouses.updatedDesc","Warehouse has been updated successfully.","تم تحديث المستودع بنجاح."
"inventory.weight","","حسب الوزن"
"inventory.weightedAverage","","المتوسط المرجح"
"invoice.addItem","Add Line Item","إضافة بند"
"invoice.amount","Amount","المبلغ"
"invoice.createInvoice","Create Invoice","إنشاء فاتورة"
"invoice.createInvoiceDesc","Create New Invoice for Customer","إنشاء فاتورة جديدة للعميل"
"invoice.createInvoiceDescMobile","Create New Invoice","إنشاء فاتورة جديدة"
"invoice.customer","Customer","العميل"
"invoice.customerDetails","Customer Details","بيانات العميل"
"invoice.description","Description","الوصف"
"invoice.dueDate","Due Date","تاريخ الاستحقاق"
"invoice.invoiceDate","Bill Date","تاريخ الفاتورة"
"invoice.invoiceDetails","Invoice Details","تفاصيل الفاتورة"
"invoice.invoiceNumber","Invoice Number","رقم الفاتورة"
"invoice.invoiceSavedDraft","Invoice Saved as Draft","تم حفظ الفاتورة كمسودة"
"invoice.invoiceSent","Invoice Sent to Customer","تم إرسال الفاتورة للعميل"
"invoice.itemDescription","Line Item Description","وصف البند"
"invoice.lineItems","Invoice Line Items","بنود الفاتورة"
"invoice.notesAndTerms","Notes and Terms","ملاحظات وشروط"
"invoice.notesPlaceholder","Add any additional notes or terms...","أضف أي ملاحظات أو شروط إضافية..."
"invoice.qty","Qty","الكمية"
"invoice.rate","Price","السعر"
"invoice.saveDraft","Save as Draft","حفظ كمسودة"
"invoice.selectCustomer","Select Customer","اختر عميلاً"
"invoice.sendInvoice","Send Invoice","إرسال الفاتورة"
"invoice.subtotal","Subtotal","المجموع الفرعي"
